year_released,artist,track,time,genre,date_entered,date_peaked,weeks_on_chart,days_to_peak,Week,Ranking,week_date,rank_on_chart
2000,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,20,56 days 00:00:00.000000000,36,,2000-08-19,
2000,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,20,56 days 00:00:00.000000000,36,,2000-11-11,
2000,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,20,70 days 00:00:00.000000000,36,,2000-09-30,
2000,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,20,63 days 00:00:00.000000000,36,,2001-04-28,
2000,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,20,63 days 00:00:00.000000000,36,,2000-07-22,
2000,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,20,91 days 00:00:00.000000000,36,,2001-03-24,
2000,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,20,56 days 00:00:00.000000000,36,,2000-12-16,
2000,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,20,70 days 00:00:00.000000000,36,,2000-10-07,
2000,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,29,210 days 00:00:00.000000000,36,,2000-03-18,
2000,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,20,56 days 00:00:00.000000000,36,,2001-04-28,
2000,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,20,63 days 00:00:00.000000000,36,,2001-03-17,
2000,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,20,98 days 00:00:00.000000000,36,,2000-11-18,
2000,Black Rob,Whoa!,4:04,Rap,2000-03-04,2000-04-15,17,42 days 00:00:00.000000000,36,,2000-11-04,
2000,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,2000-01-22,17,70 days 00:00:00.000000000,36,,2000-07-15,
2000,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,20,56 days 00:00:00.000000000,36,,2000-10-21,
2000,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,19,35 days 00:00:00.000000000,36,,2001-04-07,
2000,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,19,49 days 00:00:00.000000000,36,,2000-11-04,
2000,"Jackson, Alan",www.memory,2:36,Country,2000-11-04,2000-12-23,15,49 days 00:00:00.000000000,36,,2001-07-07,
2000,Vitamin C,The Itch,3:30,Rock,2000-12-02,2000-12-16,9,14 days 00:00:00.000000000,36,,2001-08-04,
2000,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,14,35 days 00:00:00.000000000,36,,2000-09-09,
2000,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,18,70 days 00:00:00.000000000,36,,2001-02-10,
2000,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,20,35 days 00:00:00.000000000,36,,2001-07-28,
2000,Ginuwine,None Of Ur Friends Business,4:12,Rock,1999-12-11,2000-01-22,15,42 days 00:00:00.000000000,36,,2000-08-12,
2000,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,20,84 days 00:00:00.000000000,36,,2000-11-25,
2000,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,20,84 days 00:00:00.000000000,36,,2001-03-03,
2000,"John, Elton",Someday Out Of The Blue,4:41,Rock,2000-04-22,2000-05-06,15,14 days 00:00:00.000000000,36,,2000-12-23,
2000,Pearl Jam,Nothing As It Seems,5:20,Rock,2000-05-13,2000-05-13,6,0 days 00:00:00.000000000,36,,2001-01-13,
2000,Mya,The Best Of Me,4:12,Rock,2000-04-15,2000-05-20,17,35 days 00:00:00.000000000,36,,2000-12-16,
2000,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,20,105 days 00:00:00.000000000,36,,2000-12-30,
2000,Eminem,Stan,5:26,Rap,2000-11-04,2000-12-02,15,28 days 00:00:00.000000000,36,,2001-07-07,
2000,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,20,77 days 00:00:00.000000000,36,,2001-01-13,
2000,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,17,49 days 00:00:00.000000000,36,,2000-10-21,
2000,"Urban, Keith",Your Everything,4:10,Country,2000-07-15,2000-09-16,16,63 days 00:00:00.000000000,36,,2001-03-17,
2000,TLC,Dear Lie,4:36,Rock,2000-02-12,2000-03-04,7,21 days 00:00:00.000000000,36,,2000-10-14,
2000,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,20,77 days 00:00:00.000000000,36,,2001-05-05,
2000,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,19,49 days 00:00:00.000000000,36,,2001-02-17,
2000,Bloodhound Gang,The Bad Touch,4:20,R&B,2000-03-18,2000-04-15,12,28 days 00:00:00.000000000,36,,2000-11-18,
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,19,63 days 00:00:00.000000000,36,,2000-07-22,
2000,"Messina, Jo Dee",Because You Love Me,3:50,Country,2000-01-29,2000-03-11,13,42 days 00:00:00.000000000,36,,2000-09-30,
2000,"Keith, Toby",Country Comes To Town,3:39,Country,2000-08-05,2000-10-14,15,70 days 00:00:00.000000000,36,,2001-04-07,
2000,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,15,42 days 00:00:00.000000000,36,,2001-06-23,
2000,"Hill, Faith",Let's Make Love,4:11,Rap,2000-08-12,2000-10-21,14,70 days 00:00:00.000000000,36,,2001-04-14,
2000,Kelis,Caught Out There,4:09,R&B,1999-12-04,2000-01-08,12,35 days 00:00:00.000000000,36,,2000-08-05,
2000,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,8,14 days 00:00:00.000000000,36,,2000-10-28,
2000,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,20,42 days 00:00:00.000000000,36,,2001-06-23,
2000,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,19,91 days 00:00:00.000000000,36,,2001-02-10,
2000,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,2000-06-10,17,70 days 00:00:00.000000000,36,,2000-12-02,
2000,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,2000-01-22,17,28 days 00:00:00.000000000,36,,2000-08-26,
2000,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,18,49 days 00:00:00.000000000,36,,2000-10-28,
2000,SheDaisy,This Woman Needs,3:20,Country,2000-02-05,2000-03-04,9,28 days 00:00:00.000000000,36,,2000-10-07,
2000,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,20,126 days 00:00:00.000000000,36,,2001-03-31,
2000,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,20,56 days 00:00:00.000000000,36,,2001-04-28,
2000,Shyne,Bad Boyz,4:22,Rap,2000-09-09,2000-10-28,15,49 days 00:00:00.000000000,36,,2001-05-12,
2000,R.E.M.,The Great Beyond,4:10,Rock,1999-12-25,2000-01-29,14,35 days 00:00:00.000000000,36,,2000-08-26,
2000,"Diffie, Joe",It's Always Somethin',2:55,Country,2000-08-12,2000-09-16,14,35 days 00:00:00.000000000,36,,2001-04-14,
2000,"McGraw, Tim",Some Things Never Change,3:56,Country,2000-05-13,2000-07-01,14,49 days 00:00:00.000000000,36,,2001-01-13,
2000,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,2000-08-05,20,42 days 00:00:00.000000000,36,,2001-02-24,
2000,Eminem,The Way I Am,4:40,Rap,2000-08-26,2000-09-30,10,35 days 00:00:00.000000000,36,,2001-04-28,
2000,Nas,You Owe Me,3:51,R&B,2000-03-25,2000-04-15,16,21 days 00:00:00.000000000,36,,2000-11-25,
2000,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,2000-08-05,20,21 days 00:00:00.000000000,36,,2001-03-17,
2000,Puff Daddy,Best Friend,5:33,Rap,2000-02-12,2000-02-19,5,7 days 00:00:00.000000000,36,,2000-10-14,
2000,"McBride, Martina",There You Are,3:26,Country,2000-09-09,2000-10-21,13,42 days 00:00:00.000000000,36,,2001-05-12,
2000,Usher,Pop Ya Collar,3:36,Rock,2000-11-04,2000-11-18,7,14 days 00:00:00.000000000,36,,2001-07-07,
2000,Lil' Kim,No Matter What They Say,4:12,Rap,2000-07-15,2000-08-05,10,21 days 00:00:00.000000000,36,,2001-03-17,
2000,LFO,I Don't Wanna Kiss You Goodnight,5:00,Rock,2000-04-15,2000-04-22,5,7 days 00:00:00.000000000,36,,2000-12-16,
2000,SheDaisy,Deck The Halls,3:46,Country,1999-12-25,2000-01-01,2,7 days 00:00:00.000000000,36,,2000-08-26,
2000,Splender,I Think God Can Explain,3:55,R&B,2000-06-10,2000-06-24,12,14 days 00:00:00.000000000,36,,2001-02-10,
2000,"Simpson, Jessica",Where You Are,3:51,Rock,2000-04-01,2000-04-15,6,14 days 00:00:00.000000000,36,,2000-12-02,
2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,18,56 days 00:00:00.000000000,36,,2000-12-02,
2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,10,14 days 00:00:00.000000000,36,,2000-11-04,
2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,17,14 days 00:00:00.000000000,36,,2001-04-07,
2000,"Blige, Mary J.",Deep Inside,5:26,Rock,1999-11-13,2000-01-22,15,70 days 00:00:00.000000000,36,,2000-07-15,
2000,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,20,70 days 00:00:00.000000000,36,,2001-05-26,
2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,11,28 days 00:00:00.000000000,36,,2001-06-02,
2000,"Wright, Chely",It Was,3:51,R&B,2000-03-04,2000-04-15,10,42 days 00:00:00.000000000,36,,2000-11-04,
2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,17,28 days 00:00:00.000000000,36,,2001-07-14,
2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,13,21 days 00:00:00.000000000,36,,2000-10-21,
2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,9,14 days 00:00:00.000000000,36,,2000-09-16,
2000,"Adkins, Trace",More,3:05,Country,2000-04-29,2000-06-17,11,49 days 00:00:00.000000000,36,,2000-12-30,
2000,"Dixie Chicks, The",Cold Day In July,5:12,Country,2000-06-24,2000-08-05,10,42 days 00:00:00.000000000,36,,2001-02-24,
2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,2000-08-05,8,21 days 00:00:00.000000000,36,,2001-03-17,
2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,11,28 days 00:00:00.000000000,36,,2000-09-16,
2000,"Martin, Ricky",Private Emotion,4:02,Latin,2000-03-11,2000-03-18,5,7 days 00:00:00.000000000,36,,2000-11-11,
2000,Nine Days,If I Am,4:18,Rock,2000-12-02,2000-12-02,5,0 days 00:00:00.000000000,36,,2001-08-04,
2000,"Blige, Mary J.",Give Me You,5:00,Rock,2000-04-15,2000-05-13,9,28 days 00:00:00.000000000,36,,2000-12-16,
2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,19,77 days 00:00:00.000000000,36,,2001-03-31,
2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,12,35 days 00:00:00.000000000,36,,2001-05-05,
2000,"Brooks, Garth",Do What You Gotta Do,2:56,Country,2000-02-19,2000-03-18,6,28 days 00:00:00.000000000,36,,2000-10-21,
2000,"Offspring, The",Original Prankster,3:42,Rock,2000-11-25,2000-12-09,9,14 days 00:00:00.000000000,36,,2001-07-28,
2000,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,20,21 days 00:00:00.000000000,36,,2001-05-19,
2000,"Houston, Whitney","Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,9,28 days 00:00:00.000000000,36,,2001-02-17,
2000,D'Angelo,Left & Right,4:35,R&B,1999-12-11,2000-01-01,5,21 days 00:00:00.000000000,36,,2000-08-12,
2000,"Kravitz, Lenny",I Belong To You,4:17,Rock,2000-03-25,2000-04-08,9,14 days 00:00:00.000000000,36,,2000-11-25,
2000,"Loveless, Patty",That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,14,63 days 00:00:00.000000000,36,,2001-05-19,
2000,Q-Tip,Breathe And Stop,4:06,Rock,2000-01-22,2000-01-22,5,0 days 00:00:00.000000000,36,,2000-09-23,
2000,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,20,7 days 00:00:00.000000000,36,,2001-05-12,
2000,Lil Wayne,Tha Block Is Hot,4:13,Rap,1999-12-04,2000-01-08,11,35 days 00:00:00.000000000,36,,2000-08-05,
2000,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4:22,Rap,2000-02-26,2000-03-11,7,14 days 00:00:00.000000000,36,,2000-10-28,
2000,"Wallflowers, The",Sleepwalker,3:29,Rock,2000-10-28,2000-10-28,6,0 days 00:00:00.000000000,36,,2001-06-30,
2000,Drama,"Left, Right, Left",3:37,Rap,2000-02-12,2000-03-18,13,35 days 00:00:00.000000000,36,,2000-10-14,
2000,Limp Bizkit,N 2 Gether Now,3:55,Rock,1999-12-04,2000-01-08,11,35 days 00:00:00.000000000,36,,2000-08-05,
2000,Lox,"Ryde or Die, Chick",3:56,Rap,2000-03-18,2000-03-25,7,7 days 00:00:00.000000000,36,,2000-11-18,
2000,Ying Yang Twins,Whistle While You Twurk,4:19,Rap,2000-03-18,2000-04-29,14,42 days 00:00:00.000000000,36,,2000-11-18,
2000,"Walker, Clay","Live, Laugh, Love",4:06,Country,1999-12-04,2000-01-22,11,49 days 00:00:00.000000000,36,,2000-08-05,
2000,Metallica,No Leaf Clover (Live),5:43,Rock,2000-02-12,2000-03-11,10,28 days 00:00:00.000000000,36,,2000-10-14,
2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,8,21 days 00:00:00.000000000,36,,2000-12-30,
2000,"Bega, Lou",Tricky Tricky ,3:23,Rock,2000-01-29,2000-02-05,3,7 days 00:00:00.000000000,36,,2000-09-30,
2000,Big Punisher,It's So Hard,3:25,Rap,2000-04-22,2000-05-06,15,14 days 00:00:00.000000000,36,,2000-12-23,
2000,"Worley, Darryl",When You Need My Love,3:35,Country,2000-06-17,2000-09-02,15,77 days 00:00:00.000000000,36,,2001-02-17,
2000,Lil' Kim,How Many Licks?,3:50,Rap,2000-11-25,2000-12-02,9,7 days 00:00:00.000000000,36,,2001-07-28,
2000,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,6,0 days 00:00:00.000000000,36,,2001-08-18,
2000,"Brock, Chad",A Country Boy Can Survive,3:54,Country,2000-01-01,2000-01-08,3,7 days 00:00:00.000000000,36,,2000-09-02,
2000,"Cagle, Chris",My Love Goes On And On,3:02,Country,2000-10-21,2000-12-02,11,42 days 00:00:00.000000000,36,,2001-06-23,
2000,"Byrd, Tracy",Put Your Hand In Mine,4:30,Country,2000-01-29,2000-02-12,8,14 days 00:00:00.000000000,36,,2000-09-30,
2000,Metallica,I Disappear,4:26,Rock,2000-05-13,2000-06-17,20,35 days 00:00:00.000000000,36,,2001-01-13,
2000,Jay-Z,Hey Papi,3:40,Rap,2000-08-12,2000-10-07,15,56 days 00:00:00.000000000,36,,2001-04-14,
2000,Fatboy Slim,The Rockafeller Skank,4:00,Electronica,1999-11-13,2000-01-22,12,70 days 00:00:00.000000000,36,,2000-07-15,
2000,"Levert, Gerald",Mr. Too Damn Good,4:06,R&B,2000-03-18,2000-04-08,8,21 days 00:00:00.000000000,36,,2000-11-18,
2000,"McKnight, Brian",Stay Or Let It Go,4:32,Rock,2000-02-26,2000-03-25,8,28 days 00:00:00.000000000,36,,2000-10-28,
2000,"Allan, Gary",Smoke Rings In The Dark,4:18,Country,2000-01-22,2000-02-05,5,14 days 00:00:00.000000000,36,,2000-09-23,
2000,Ginuwine,The Best Man I Can Be,4:06,Rock,2000-01-08,2000-03-04,12,56 days 00:00:00.000000000,36,,2000-09-09,
2000,Before Dark,Monica,4:04,Rock,2000-05-20,2000-06-17,9,28 days 00:00:00.000000000,36,,2001-01-20,
2000,"Estefan, Gloria",No Me Dejes De Querer,3:25,Rock,2000-06-10,2000-06-10,1,0 days 00:00:00.000000000,36,,2001-02-10,
2000,Stone Temple Pilots,Sour Girl,4:16,Rock,2000-07-08,2000-07-29,13,21 days 00:00:00.000000000,36,,2001-03-10,
2000,Montgomery Gentry,Daddy Won't Sell The Farm,4:18,Country,2000-03-04,2000-03-25,6,21 days 00:00:00.000000000,36,,2000-11-04,
2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,3:45,Country,2000-09-23,2000-11-11,13,49 days 00:00:00.000000000,36,,2001-05-26,
2000,Clark Family Experience,Meanwhile Back At The Ranch,2:56,Country,2000-11-18,2000-12-16,12,28 days 00:00:00.000000000,36,,2001-07-21,
2000,"Thomas, Carl",Summer Rain,4:57,Rock,2000-09-23,2000-10-14,11,21 days 00:00:00.000000000,36,,2001-05-26,
2000,"Yearwood, Trisha",Real Live Woman,3:55,Country,2000-04-01,2000-04-29,6,28 days 00:00:00.000000000,36,,2000-12-02,
2000,Trick Daddy,Shut Up,4:17,Rap,2000-05-20,2000-06-17,11,28 days 00:00:00.000000000,36,,2001-01-20,
2000,"Moore, Chante",Straight Up,3:40,Rock,2000-10-28,2000-12-02,9,35 days 00:00:00.000000000,36,,2001-06-30,
2000,Cam'ron,What Means The World To You,4:38,Rap,2000-10-14,2000-11-18,10,35 days 00:00:00.000000000,36,,2001-06-16,
2000,Juvenile,U Understand,3:51,Rap,2000-02-05,2000-02-12,6,7 days 00:00:00.000000000,36,,2000-10-07,
2000,"Hollister, Dave",Can't Stay,6:17,Rock,2000-03-25,2000-03-25,4,0 days 00:00:00.000000000,36,,2000-11-25,
2000,Tamia,Can't Go For That,3:38,Rock,2000-09-16,2000-09-30,5,14 days 00:00:00.000000000,36,,2001-05-19,
2000,LFO,West Side Story,3:27,Rock,2000-08-05,2000-08-12,4,7 days 00:00:00.000000000,36,,2001-04-07,
2000,"Paisley, Brad",Me Neither,3:19,Country,2000-05-13,2000-05-20,4,7 days 00:00:00.000000000,36,,2001-01-13,
2000,"Carter, Torrey",Take That,3:43,Rock,2000-06-24,2000-07-08,7,14 days 00:00:00.000000000,36,,2001-02-24,
2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,2000-09-02,2000-09-09,3,7 days 00:00:00.000000000,36,,2001-05-05,
2000,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,20,70 days 00:00:00.000000000,36,,2001-03-10,
2000,Eve,Got It All,3:48,Rap,2000-07-15,2000-07-22,5,7 days 00:00:00.000000000,36,,2001-03-17,
2000,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,18,63 days 00:00:00.000000000,36,,2000-08-05,
2000,"Spencer, Tracie",Still In My Heart,4:11,Rock,2000-03-04,2000-03-11,3,7 days 00:00:00.000000000,36,,2000-11-04,
2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,9,14 days 00:00:00.000000000,36,,2001-02-03,
2000,Tamar,If You Don't Wanna Love Me,4:02,Rock,2000-03-25,2000-04-15,6,21 days 00:00:00.000000000,36,,2000-11-25,
2000,"Levert, Gerald",Baby U Are,4:10,R&B,2000-08-19,2000-08-26,5,7 days 00:00:00.000000000,36,,2001-04-21,
2000,"Hart, Beth",L.A. Song,3:47,Country,1999-11-27,2000-01-15,12,49 days 00:00:00.000000000,36,,2000-07-29,
2000,"Diffie, Joe",The Quittin' Kind,3:23,Country,2000-01-01,2000-01-22,6,21 days 00:00:00.000000000,36,,2000-09-02,
2000,Funkmaster Flex,Do You,4:14,Rap,2000-11-11,2000-12-02,7,21 days 00:00:00.000000000,36,,2001-07-14,
2000,"Price, Kelly",Love Sets You Free,3:46,Rock,2000-05-13,2000-05-20,4,7 days 00:00:00.000000000,36,,2001-01-13,
2000,En Vogue,Riddle,5:10,Rock,2000-06-17,2000-06-17,4,0 days 00:00:00.000000000,36,,2001-02-17,
2000,"Herndon, Ty",No Mercy,4:43,Country,2000-03-18,2000-05-06,8,49 days 00:00:00.000000000,36,,2000-11-18,
2000,Anastacia,I'm Outta Love,4:01,Pop,2000-04-01,2000-04-01,3,0 days 00:00:00.000000000,36,,2000-12-02,
2000,Trina,Pull Over,2:58,Rap,2000-09-09,2000-09-16,4,7 days 00:00:00.000000000,36,,2001-05-12,
2000,Lil' Mo,Ta Da,4:17,Rap,2000-08-12,2000-09-16,7,35 days 00:00:00.000000000,36,,2001-04-14,
2000,A*Teens,Dancing Queen,3:44,Pop,2000-07-08,2000-07-29,5,21 days 00:00:00.000000000,36,,2001-03-10,
2000,"Sheist, Shade",Where I Wanna Be,4:16,Rap,2000-11-11,2000-11-18,5,7 days 00:00:00.000000000,36,,2001-07-14,
2000,De La Soul,All Good?,5:02,Rap,2000-12-23,2000-12-23,3,0 days 00:00:00.000000000,36,,2001-08-25,
2000,"Larrieux, Amel",Get Up,4:02,R&B,2000-03-04,2000-03-11,3,7 days 00:00:00.000000000,36,,2000-11-04,
2000,"Braxton, Toni",Spanish Guitar,4:24,Rock,2000-12-02,2000-12-02,3,0 days 00:00:00.000000000,36,,2001-08-04,
2000,Tuesday,I Know,4:06,Rock,2000-12-30,2000-12-30,2,0 days 00:00:00.000000000,36,,2001-09-01,
2000,LL Cool J,Imagine That,4:00,Rap,2000-08-12,2000-08-19,2,7 days 00:00:00.000000000,36,,2001-04-14,
2000,Master P,Souljas,3:33,Rap,2000-11-18,2000-11-18,1,0 days 00:00:00.000000000,36,,2001-07-21,
2000,Ghostface Killah,Cherchez LaGhost,3:04,R&B,2000-08-05,2000-08-05,1,0 days 00:00:00.000000000,36,,2001-04-07,
2000,"Smith, Will",Freakin' It,3:58,Rap,2000-02-12,2000-02-12,4,0 days 00:00:00.000000000,36,,2000-10-14,
2000,Zombie Nation,Kernkraft 400,3:30,Rock,2000-09-02,2000-09-02,2,0 days 00:00:00.000000000,36,,2001-05-05,
2000,"Eastsidaz, The",Got Beef,3:58,Rap,2000-07-01,2000-07-01,2,0 days 00:00:00.000000000,36,,2001-03-03,
2000,Fragma,Toca's Miracle,3:22,R&B,2000-10-28,2000-10-28,1,0 days 00:00:00.000000000,36,,2001-06-30,
2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,56 days 00:00:00.000000000,37,,2001-06-02,
2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,26,56 days 00:00:00.000000000,37,,2000-10-21,
2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,98 days 00:00:00.000000000,37,,2000-07-01,
2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,24,35 days 00:00:00.000000000,37,,2001-04-21,
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,21,70 days 00:00:00.000000000,37,,2001-04-14,
2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,24,70 days 00:00:00.000000000,37,,2001-02-24,
2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,32,84 days 00:00:00.000000000,37,,2000-09-02,
2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,20,84 days 00:00:00.000000000,37,,2000-12-09,
2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,26,49 days 00:00:00.000000000,37,,2001-03-03,
2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,55,273 days 00:00:00.000000000,37,18.0,2000-02-12,83.0
2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,25,84 days 00:00:00.000000000,37,,2001-01-13,
2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,24,49 days 00:00:00.000000000,37,,2000-08-05,
2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,41,175 days 00:00:00.000000000,37,36.0,2000-09-30,65.0
2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,47,182 days 00:00:00.000000000,37,5.0,2001-01-20,96.0
2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,32,91 days 00:00:00.000000000,37,,2000-11-25,
2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,39,84 days 00:00:00.000000000,37,38.0,2001-01-06,63.0
2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,20,70 days 00:00:00.000000000,37,,2000-08-19,
2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,53,168 days 00:00:00.000000000,37,13.0,2000-07-15,88.0
2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,30,105 days 00:00:00.000000000,37,,2001-04-28,
2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,28,91 days 00:00:00.000000000,37,,2001-06-09,
2000,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,49 days 00:00:00.000000000,37,48.0,2000-11-25,53.0
2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,98 days 00:00:00.000000000,37,,2000-11-04,
2000,98�,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,20,42 days 00:00:00.000000000,37,,2001-04-28,
2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,98 days 00:00:00.000000000,37,,2001-01-20,
2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,217 days 00:00:00.000000000,37,5.0,2000-12-16,96.0
2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,112 days 00:00:00.000000000,37,,2000-10-07,
2000,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,22,77 days 00:00:00.000000000,37,,2000-12-23,
2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,126 days 00:00:00.000000000,37,,2000-05-13,
2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,44,182 days 00:00:00.000000000,37,9.0,2000-09-09,92.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,32,112 days 00:00:00.000000000,37,,2000-07-01,
2000,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,23,77 days 00:00:00.000000000,37,,2000-10-07,
2000,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,19,49 days 00:00:00.000000000,37,,2001-01-13,
2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27,105 days 00:00:00.000000000,37,,2001-04-21,
2000,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,22,91 days 00:00:00.000000000,37,,2001-05-19,
2000,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29,91 days 00:00:00.000000000,37,,2000-07-01,
